City,Population,Transect,Plant,Lat.pop,Long.pop,HCN_Result,Locus.Li,Locus.Ac,Distance
Toronto,100,C,18,43.93221747,-79.03384622,1,NA,1,41.42377724
Toronto,100,C,19,43.93221747,-79.03384622,0,NA,1,41.42377724
Toronto,100,C,20,43.93221747,-79.03384622,0,NA,1,41.42377724
Toronto,101,C,1,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,2,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,3,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,4,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,5,43.93092424,-79.05568178,1,1,NA,40.15887226
Toronto,101,C,6,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,7,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,8,43.93092424,-79.05568178,1,1,NA,40.15887226
Toronto,101,C,9,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,10,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,11,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,14,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,15,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,12,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,13,43.93092424,-79.05568178,0,1,NA,40.15887226
Toronto,101,C,18,43.93092424,-79.05568178,0,0,NA,40.15887226
Toronto,101,C,19,43.93092424,-79.05568178,0,1,NA,40.15887226
Toronto,101,C,16,43.93092424,-79.05568178,0,1,NA,40.15887226
Toronto,101,C,17,43.93092424,-79.05568178,0,1,NA,40.15887226
Toronto,101,C,20,43.93092424,-79.05568178,0,1,NA,40.15887226
Toronto,102,C,3,43.92854685,-79.06640839,0,NA,0,39.40240241
Toronto,102,C,4,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,102,C,1,43.92854685,-79.06640839,1,NA,1,39.40240241
Toronto,102,C,2,43.92854685,-79.06640839,1,NA,1,39.40240241
Toronto,102,C,16,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,102,C,17,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,102,C,5,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,102,C,6,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,102,C,7,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,102,C,8,43.92854685,-79.06640839,0,NA,0,39.40240241
Toronto,102,C,9,43.92854685,-79.06640839,0,NA,0,39.40240241
Toronto,102,C,10,43.92854685,-79.06640839,0,NA,0,39.40240241
Toronto,102,C,11,43.92854685,-79.06640839,1,NA,1,39.40240241
Toronto,102,C,12,43.92854685,-79.06640839,0,NA,0,39.40240241
Toronto,102,C,13,43.92854685,-79.06640839,1,NA,1,39.40240241
Toronto,102,C,14,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,102,C,15,43.92854685,-79.06640839,1,NA,1,39.40240241
Toronto,102,C,20,43.92854685,-79.06640839,1,NA,1,39.40240241
Toronto,102,C,18,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,102,C,19,43.92854685,-79.06640839,0,NA,1,39.40240241
Toronto,103,C,13,43.92464106,-79.07007854,0,1,NA,38.88067561
Toronto,103,C,12,43.92464106,-79.07007854,0,1,NA,38.88067561
Toronto,103,C,1,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,103,C,2,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,103,C,3,43.92464106,-79.07007854,1,1,NA,38.88067561
Toronto,103,C,4,43.92464106,-79.07007854,0,1,NA,38.88067561
Toronto,103,C,5,43.92464106,-79.07007854,1,1,NA,38.88067561
Toronto,103,C,6,43.92464106,-79.07007854,0,1,NA,38.88067561
Toronto,103,C,7,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,103,C,8,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,103,C,9,43.92464106,-79.07007854,1,1,NA,38.88067561
Toronto,103,C,10,43.92464106,-79.07007854,1,1,NA,38.88067561
Toronto,103,C,11,43.92464106,-79.07007854,1,1,NA,38.88067561
Toronto,103,C,14,43.92464106,-79.07007854,1,1,NA,38.88067561
Toronto,103,C,15,43.92464106,-79.07007854,0,1,NA,38.88067561
Toronto,103,C,16,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,103,C,17,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,103,C,18,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,103,C,19,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,103,C,20,43.92464106,-79.07007854,0,0,NA,38.88067561
Toronto,104,C,1,43.89005593,-79.06586621,0,NA,0,36.25122742
Toronto,104,C,2,43.89005593,-79.06586621,0,NA,1,36.25122742
Toronto,104,C,3,43.89005593,-79.06586621,0,NA,0,36.25122742
Toronto,104,C,4,43.89005593,-79.06586621,0,NA,1,36.25122742
Toronto,104,C,5,43.89005593,-79.06586621,0,NA,1,36.25122742
Toronto,104,C,6,43.89005593,-79.06586621,1,NA,1,36.25122742
Toronto,104,C,7,43.89005593,-79.06586621,0,NA,1,36.25122742
Toronto,104,C,8,43.89005593,-79.06586621,0,NA,1,36.25122742
Toronto,104,C,9,43.89005593,-79.06586621,0,NA,1,36.25122742
Toronto,104,C,10,43.89005593,-79.06586621,0,NA,0,36.25122742
Toronto,104,C,11,43.89005593,-79.06586621,0,NA,0,36.25122742
Toronto,104,C,12,43.89005593,-79.06586621,1,NA,1,36.25122742
Toronto,104,C,13,43.89005593,-79.06586621,1,NA,1,36.25122742
Toronto,104,C,14,43.89005593,-79.06586621,1,NA,1,36.25122742
Toronto,104,C,15,43.89005593,-79.06586621,1,NA,1,36.25122742
Toronto,104,C,16,43.89005593,-79.06586621,1,NA,1,36.25122742
Toronto,104,C,17,43.89005593,-79.06586621,1,NA,1,36.25122742
Toronto,104,C,18,43.89005593,-79.06586621,0,NA,1,36.25122742
Toronto,104,C,19,43.89005593,-79.06586621,0,NA,1,36.25122742
Toronto,104,C,20,43.89005593,-79.06586621,1,NA,1,36.25122742
Toronto,105,C,1,43.90227072,-79.09777029,0,1,NA,35.54962057
Toronto,105,C,2,43.90227072,-79.09777029,1,1,NA,35.54962057
Toronto,105,C,3,43.90227072,-79.09777029,1,1,NA,35.54962057
Toronto,105,C,4,43.90227072,-79.09777029,1,1,NA,35.54962057
Toronto,105,C,5,43.90227072,-79.09777029,1,1,NA,35.54962057
Toronto,105,C,6,43.90227072,-79.09777029,0,0,NA,35.54962057
Toronto,105,C,7,43.90227072,-79.09777029,0,0,NA,35.54962057
Toronto,105,C,8,43.90227072,-79.09777029,1,1,NA,35.54962057
Toronto,106,C,1,43.89434269,-79.13011439,1,NA,1,33.24587004
Toronto,106,C,2,43.89434269,-79.13011439,0,NA,1,33.24587004
Toronto,106,C,3,43.89434269,-79.13011439,1,NA,1,33.24587004
Toronto,106,C,4,43.89434269,-79.13011439,0,NA,0,33.24587004
Toronto,106,C,5,43.89434269,-79.13011439,1,NA,1,33.24587004
Toronto,106,C,6,43.89434269,-79.13011439,0,NA,0,33.24587004
Toronto,106,C,7,43.89434269,-79.13011439,0,NA,1,33.24587004
Toronto,106,C,8,43.89434269,-79.13011439,0,NA,1,33.24587004
Toronto,106,C,9,43.89434269,-79.13011439,1,NA,1,33.24587004
Toronto,106,C,10,43.89434269,-79.13011439,1,NA,1,33.24587004
Toronto,106,C,11,43.89434269,-79.13011439,0,NA,0,33.24587004
Toronto,106,C,12,43.89434269,-79.13011439,0,NA,0,33.24587004
Toronto,106,C,13,43.89434269,-79.13011439,0,NA,1,33.24587004
Toronto,106,C,14,43.89434269,-79.13011439,0,NA,1,33.24587004
Toronto,106,C,15,43.89434269,-79.13011439,0,NA,1,33.24587004
Toronto,106,C,16,43.89434269,-79.13011439,0,NA,1,33.24587004
Toronto,106,C,17,43.89434269,-79.13011439,1,NA,1,33.24587004
Toronto,106,C,18,43.89434269,-79.13011439,1,NA,1,33.24587004
Toronto,106,C,19,43.89434269,-79.13011439,0,NA,0,33.24587004
Toronto,106,C,20,43.89434269,-79.13011439,0,NA,0,33.24587004
Toronto,107,C,1,43.89120349,-79.14366973,0,1,NA,32.3171056
Toronto,107,C,2,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,3,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,4,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,5,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,6,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,7,43.89120349,-79.14366973,1,1,NA,32.3171056
Toronto,107,C,8,43.89120349,-79.14366973,0,1,NA,32.3171056
Toronto,107,C,9,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,10,43.89120349,-79.14366973,0,1,NA,32.3171056
Toronto,107,C,11,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,12,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,13,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,14,43.89120349,-79.14366973,0,1,NA,32.3171056
Toronto,107,C,15,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,16,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,17,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,18,43.89120349,-79.14366973,0,1,NA,32.3171056
Toronto,107,C,19,43.89120349,-79.14366973,0,0,NA,32.3171056
Toronto,107,C,20,43.89120349,-79.14366973,0,NA,NA,32.3171056
Toronto,108,C,1,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,2,43.8813535,-79.14593607,0,NA,1,31.3290006
Toronto,108,C,3,43.8813535,-79.14593607,0,NA,1,31.3290006
Toronto,108,C,4,43.8813535,-79.14593607,0,NA,1,31.3290006
Toronto,108,C,5,43.8813535,-79.14593607,1,NA,1,31.3290006
Toronto,108,C,18,43.8813535,-79.14593607,0,NA,NA,31.3290006
Toronto,108,C,6,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,7,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,8,43.8813535,-79.14593607,1,NA,1,31.3290006
Toronto,108,C,9,43.8813535,-79.14593607,0,NA,1,31.3290006
Toronto,108,C,10,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,11,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,12,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,13,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,14,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,15,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,16,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,17,43.8813535,-79.14593607,0,NA,0,31.3290006
Toronto,108,C,19,43.8813535,-79.14593607,0,NA,NA,31.3290006
Toronto,108,C,20,43.8813535,-79.14593607,0,NA,NA,31.3290006
Toronto,109,C,11,43.86494226,-79.17410511,1,1,NA,28.52157903
Toronto,109,C,1,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,2,43.86494226,-79.17410511,1,1,NA,28.52157903
Toronto,109,C,3,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,4,43.86494226,-79.17410511,0,1,NA,28.52157903
Toronto,109,C,5,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,6,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,7,43.86494226,-79.17410511,0,1,NA,28.52157903
Toronto,109,C,8,43.86494226,-79.17410511,1,1,NA,28.52157903
Toronto,109,C,9,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,10,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,15,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,12,43.86494226,-79.17410511,0,1,NA,28.52157903
Toronto,109,C,13,43.86494226,-79.17410511,0,1,NA,28.52157903
Toronto,109,C,14,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,16,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,17,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,109,C,18,43.86494226,-79.17410511,0,0,NA,28.52157903
Toronto,11,A,1,43.94275656,-79.50682589,1,1,NA,33.45316802
Toronto,11,A,2,43.94275656,-79.50682589,1,1,NA,33.45316802
Toronto,11,A,3,43.94275656,-79.50682589,0,1,NA,33.45316802
Toronto,11,A,4,43.94275656,-79.50682589,0,1,NA,33.45316802
Toronto,11,A,5,43.94275656,-79.50682589,0,0,NA,33.45316802
Toronto,11,A,6,43.94275656,-79.50682589,1,1,NA,33.45316802
Toronto,11,A,7,43.94275656,-79.50682589,0,1,NA,33.45316802
Toronto,11,A,8,43.94275656,-79.50682589,0,0,NA,33.45316802
Toronto,11,A,9,43.94275656,-79.50682589,1,1,NA,33.45316802
Toronto,11,A,10,43.94275656,-79.50682589,0,1,NA,33.45316802
Toronto,11,A,11,43.94275656,-79.50682589,0,0,NA,33.45316802
Toronto,11,A,12,43.94275656,-79.50682589,0,NA,NA,33.45316802
Toronto,11,A,13,43.94275656,-79.50682589,1,1,NA,33.45316802
Toronto,11,A,14,43.94275656,-79.50682589,1,1,NA,33.45316802
Toronto,11,A,15,43.94275656,-79.50682589,1,1,NA,33.45316802
Toronto,11,A,16,43.94275656,-79.50682589,1,1,NA,33.45316802
Toronto,11,A,17,43.94275656,-79.50682589,0,0,NA,33.45316802
Toronto,11,A,18,43.94275656,-79.50682589,0,0,NA,33.45316802
Toronto,11,A,19,43.94275656,-79.50682589,0,1,NA,33.45316802
Toronto,11,A,20,43.94275656,-79.50682589,0,NA,NA,33.45316802
Toronto,110,C,8,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,1,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,2,43.85366235,-79.18029383,0,NA,0,27.2146182
Toronto,110,C,3,43.85366235,-79.18029383,0,NA,0,27.2146182
Toronto,110,C,4,43.85366235,-79.18029383,0,NA,0,27.2146182
Toronto,110,C,5,43.85366235,-79.18029383,1,NA,1,27.2146182
Toronto,110,C,6,43.85366235,-79.18029383,1,NA,1,27.2146182
Toronto,110,C,7,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,9,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,10,43.85366235,-79.18029383,0,NA,0,27.2146182
Toronto,110,C,11,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,12,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,13,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,14,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,15,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,16,43.85366235,-79.18029383,0,NA,0,27.2146182
Toronto,110,C,17,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,18,43.85366235,-79.18029383,0,NA,1,27.2146182
Toronto,110,C,19,43.85366235,-79.18029383,1,NA,1,27.2146182
Toronto,110,C,20,43.85366235,-79.18029383,0,NA,0,27.2146182
Toronto,111,C,1,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,2,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,3,43.8500703,-79.19347686,1,1,NA,26.27477314
Toronto,111,C,4,43.8500703,-79.19347686,1,1,NA,26.27477314
Toronto,111,C,5,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,6,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,7,43.8500703,-79.19347686,0,1,NA,26.27477314
Toronto,111,C,8,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,9,43.8500703,-79.19347686,0,1,NA,26.27477314
Toronto,111,C,10,43.8500703,-79.19347686,0,1,NA,26.27477314
Toronto,111,C,11,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,12,43.8500703,-79.19347686,1,1,NA,26.27477314
Toronto,111,C,13,43.8500703,-79.19347686,1,1,NA,26.27477314
Toronto,111,C,14,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,15,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,16,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,17,43.8500703,-79.19347686,0,1,NA,26.27477314
Toronto,111,C,18,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,19,43.8500703,-79.19347686,0,0,NA,26.27477314
Toronto,111,C,20,43.8500703,-79.19347686,1,1,NA,26.27477314
Toronto,112,C,1,43.84474537,-79.21667322,0,NA,1,24.75370267
Toronto,112,C,2,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,3,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,4,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,5,43.84474537,-79.21667322,0,NA,1,24.75370267
Toronto,112,C,6,43.84474537,-79.21667322,0,NA,1,24.75370267
Toronto,112,C,7,43.84474537,-79.21667322,0,NA,1,24.75370267
Toronto,112,C,8,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,9,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,10,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,11,43.84474537,-79.21667322,0,NA,1,24.75370267
Toronto,112,C,12,43.84474537,-79.21667322,0,NA,1,24.75370267
Toronto,112,C,13,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,14,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,15,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,16,43.84474537,-79.21667322,0,NA,1,24.75370267
Toronto,112,C,17,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,18,43.84474537,-79.21667322,1,NA,1,24.75370267
Toronto,112,C,19,43.84474537,-79.21667322,0,NA,0,24.75370267
Toronto,112,C,20,43.84474537,-79.21667322,0,NA,1,24.75370267
Toronto,113,C,1,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,2,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,3,43.83980802,-79.23145293,0,1,NA,23.66919653
Toronto,113,C,4,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,5,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,6,43.83980802,-79.23145293,0,1,NA,23.66919653
Toronto,113,C,7,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,8,43.83980802,-79.23145293,0,1,NA,23.66919653
Toronto,113,C,9,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,10,43.83980802,-79.23145293,1,1,NA,23.66919653
Toronto,113,C,11,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,12,43.83980802,-79.23145293,1,1,NA,23.66919653
Toronto,113,C,13,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,14,43.83980802,-79.23145293,0,1,NA,23.66919653
Toronto,113,C,15,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,16,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,17,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,18,43.83980802,-79.23145293,0,0,NA,23.66919653
Toronto,113,C,19,43.83980802,-79.23145293,0,1,NA,23.66919653
Toronto,113,C,20,43.83980802,-79.23145293,1,1,NA,23.66919653
Toronto,114,C,1,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,2,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,3,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,4,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,5,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,6,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,7,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,8,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,12,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,9,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,10,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,11,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,16,43.83784332,-79.24921964,0,NA,1,22.78744017
Toronto,114,C,13,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,14,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,15,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,20,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,114,C,17,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,18,43.83784332,-79.24921964,0,NA,0,22.78744017
Toronto,114,C,19,43.83784332,-79.24921964,1,NA,1,22.78744017
Toronto,115,C,1,43.83430312,-79.26242083,0,0,0,21.96157436
Toronto,115,C,14,43.83430312,-79.26242083,0,NA,NA,21.96157436
Toronto,115,C,2,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,3,43.83430312,-79.26242083,0,0,0,21.96157436
Toronto,115,C,4,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,5,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,6,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,7,43.83430312,-79.26242083,0,1,0,21.96157436
Toronto,115,C,8,43.83430312,-79.26242083,0,0,0,21.96157436
Toronto,115,C,9,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,10,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,11,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,12,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,13,43.83430312,-79.26242083,0,0,0,21.96157436
Toronto,115,C,18,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,15,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,16,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,115,C,17,43.83430312,-79.26242083,1,1,1,21.96157436
Toronto,116,C,11,43.83251828,-79.27349158,0,NA,0,21.41111605
Toronto,116,C,1,43.83251828,-79.27349158,0,NA,0,21.41111605
Toronto,116,C,2,43.83251828,-79.27349158,1,NA,1,21.41111605
Toronto,116,C,3,43.83251828,-79.27349158,1,NA,1,21.41111605
Toronto,116,C,4,43.83251828,-79.27349158,0,NA,0,21.41111605
Toronto,116,C,5,43.83251828,-79.27349158,0,NA,0,21.41111605
Toronto,116,C,6,43.83251828,-79.27349158,0,NA,0,21.41111605
Toronto,116,C,7,43.83251828,-79.27349158,0,NA,0,21.41111605
Toronto,116,C,8,43.83251828,-79.27349158,0,NA,0,21.41111605
Toronto,116,C,9,43.83251828,-79.27349158,0,NA,0,21.41111605
Toronto,116,C,10,43.83251828,-79.27349158,0,NA,1,21.41111605
Toronto,116,C,12,43.83251828,-79.27349158,1,NA,1,21.41111605
