index,alpha,lambda,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD
46,0.6,0.24480397191685088,0.893053328709171,0.13592090292207434,0.6714492597153205,0.21600315529835973,0.16448799062643327,0.11133393450367671
47,0.6,0.24480397191685088,0.9032429768630441,0.1458618583803152,0.6775241297105942,0.20059034662129385,0.17437364256555551,0.11817409060903626
48,0.6,0.24480397191685088,0.8944229399079466,0.10639410610216388,0.6678989342125885,0.18727789587752103,0.10561800370079051,0.09666718447903853
49,0.5,0.24480397191685088,0.8908058499727827,0.1874247858927551,0.6690560767427345,0.20283150054079435,0.16333613411587555,0.12864872764286178
50,0.5,0.24480397191685088,0.9054483418506445,0.049574901614204546,0.6716824752690344,0.1668901323952819,0.051172140858982855,0.05553072550139237
51,0.8,0.24480397191685088,0.8956646114406198,0.08396670401839007,0.6795759681258517,0.25207861915751073,0.10745039424202847,0.14550921627667746
52,0.6,0.24480397191685088,0.8949495008917684,0.11075891480966023,0.6723285297158256,0.25859897581218244,0.10342351222712105,0.14529118108400912
53,0.5,0.24480397191685088,0.9043377932344173,0.11284587290339321,0.6781127477036352,0.18385080207030904,0.10574807429628476,0.09349770877937025
54,0.9,0.24480397191685088,0.9179207743330898,0.08051826661777765,0.6740982121288365,0.1559089434905762,0.1345701865402309,0.06763777755429849
55,0.6,0.24480397191685088,0.8971695048854352,0.10459388158183339,0.6763426094013733,0.20954619786902856,0.1392806788695851,0.12197656849673193
56,0.6,0.24480397191685088,0.879900298349316,0.1827939998187703,0.6657055760731798,0.22824283988093239,0.1951967610964361,0.14124406486552213
57,0.6,0.24480397191685088,0.9019309236487445,0.11007778936769605,0.6780692191017538,0.1991918756852964,0.14039876038163313,0.11969245736453188
58,0.6,0.24480397191685088,0.8945950252858574,0.15009987296912922,0.6674675419645308,0.18766313330838125,0.11496358374835507,0.095662680231602
59,0.6,0.24480397191685088,0.9026292065118512,0.10829791744778053,0.6769873411511207,0.2132213217997148,0.15002861554233612,0.13696647019327454
60,0.6,0.24480397191685088,0.8792712728267466,0.13847064239033696,0.6662453144432797,0.2619268464902247,0.09633754110345992,0.13175576110769022
61,0.6,0.24480397191685088,0.9017523778291933,0.10298915695575865,0.6779180356995305,0.20768438397579547,0.1595650099829463,0.11283780177702908
62,0.6,0.24480397191685088,0.9095782286575436,0.10199419188667555,0.6819551903981943,0.2023177277697664,0.10794974223885176,0.1120362780414015
63,0.6,0.24480397191685088,0.8956752484023562,0.08486909385006469,0.6701106667084119,0.1824311306685682,0.04581272188432209,0.09983166354002886
64,0.6,0.24480397191685088,0.8925361157424309,0.16510778500914608,0.6713231563555987,0.21159765276757506,0.17937890490362904,0.1023540135980337
65,0.6,0.24480397191685088,0.8919465430066569,0.1452540985373176,0.6632266573020836,0.19666642476247054,0.18412368413102342,0.10100094116912911
66,0.7000000000000001,0.24480397191685088,0.9082498262699098,0.08405107685216474,0.6756255761986903,0.17555138444429272,0.08118785993913472,0.09202245070155017
67,0.6,0.24480397191685088,0.8997028510520292,0.09617025333713031,0.6788363260379724,0.19055940220821777,0.10393033387317394,0.10083982966716046
68,0.5,0.24480397191685088,0.8801255305957089,0.11493256713149258,0.6668045722557333,0.24583939489071094,0.1433052421038932,0.13586598983594433
69,0.6,0.24480397191685088,0.8968657402082179,0.10767918896309106,0.6660082979549096,0.15105100281054432,0.11338247045314377,0.08035732511939056
70,0.6,0.24480397191685088,0.8928510200265682,0.08216582241393795,0.6737820755616911,0.21628012204655814,0.14291799684611414,0.11215386560453756
71,0.9,0.24480397191685088,0.9053825119578337,0.08170983689927598,0.6768593458765889,0.19855116777082454,0.07014810969330697,0.09163443024376723
72,0.6,0.24480397191685088,0.8868917287867243,0.11327628940724051,0.6650968338947497,0.18332580175379554,0.094050189759789,0.08376028066065962
73,0.6,0.24480397191685088,0.8743700817908002,0.1127105565480458,0.6697562545301793,0.276556636828052,0.14929640074954417,0.1580825164453991
74,1,0.24480397191685088,0.9128185819005515,0.0850513991233322,0.6757961036597808,0.19352508055961276,0.12873848184344486,0.09944687618062122
75,0.6,0.24480397191685088,0.8838142410154518,0.08255342902316683,0.6738108279479589,0.26731691609550084,0.08331245851459405,0.14066335079936157
76,0.6,0.24480397191685088,0.9127719153490786,0.17662001134665356,0.6815061356612621,0.2090272952101409,0.17531070595730636,0.10845753961543485
77,0.7000000000000001,0.24480397191685088,0.8977466996145662,0.10090019281284786,0.6719034112809806,0.21139648641555295,0.12662286190013405,0.10494427418229794
78,0.8,0.24480397191685088,0.9077785868803577,0.09100547120332417,0.68008030240058,0.19902988455392331,0.12546385921161263,0.09641645910116756
79,0.5,0.24480397191685088,0.8855816422254446,0.13675963322450962,0.6754031189289964,0.23979288819044087,0.1611306332858711,0.14479335606188629
80,0.6,0.24480397191685088,0.8867099435302799,0.10608632988831726,0.6715473401756951,0.2316938583871683,0.08458676091011652,0.10642912863293033
81,0.6,0.24480397191685088,0.9053114773098702,0.10438656962387068,0.6760876490722781,0.17933788922760427,0.14820108054083742,0.08027781234960622
82,0.7000000000000001,0.24480397191685088,0.8968896060486993,0.16448083536350688,0.6681234182057592,0.1879159276484263,0.1646843872256024,0.06613488865830867
83,0.7000000000000001,0.24480397191685088,0.87275194059909,0.08840486265739413,0.6660711046061888,0.2836772343273036,0.0861004205060007,0.1444181368625445
84,0.6,0.24480397191685088,0.8912496901897284,0.10101566505562654,0.6739615594852942,0.23540262094215528,0.1054320709424625,0.1221526386303831
85,0.6,0.24480397191685088,0.8968488200954623,0.102612553592197,0.6685276886145645,0.21260719304990447,0.1058535475213566,0.10701514469195197
86,0.7000000000000001,0.24480397191685088,0.9011281667273952,0.16734907741073235,0.6766626389458591,0.19853116210944838,0.20591768891408485,0.10090121934113669
87,0.6,0.24480397191685088,0.9068687791211786,0.13274602390542695,0.6736737602495542,0.15962789233227145,0.11789115113386275,0.05472811189401007
88,0.7000000000000001,0.24480397191685088,0.8853708392989412,0.08091832221793009,0.6693670059736073,0.2634621197383439,0.11618530798955184,0.15196440317221632
89,0.6,0.24480397191685088,0.8915723019499939,0.09963238167877754,0.6702912574452251,0.21932791670865112,0.0799634375575078,0.11212996624653435
90,0.7000000000000001,0.24480397191685088,0.8915179650761759,0.1416521222707471,0.6703901738591462,0.23661980792420464,0.09842990820091506,0.1279659630752399
91,0.7000000000000001,0.24480397191685088,0.9151164165402869,0.06404924160560768,0.6788222919705071,0.15642183436607884,0.06806450078665255,0.05812467144903379
92,0.6,0.24480397191685088,0.8955747823872355,0.16096674818112364,0.6705336925640372,0.1904336142866575,0.18559766481089393,0.08632000086139335
93,0.6,0.24480397191685088,0.9013796616141402,0.10153499895423024,0.6750485267797172,0.19314032504736958,0.11304889157682547,0.08837739200389148
94,0.6,0.24480397191685088,0.8900484525173501,0.10572902678575022,0.6722092913432584,0.2344347248640903,0.13710048576945977,0.1340038964010197
95,0.6,0.24480397191685088,0.8867737527551253,0.1494370780242856,0.6676937170589365,0.22114972883230255,0.13871830726336373,0.12558570315434983
96,0.6,0.24480397191685088,0.9081515164677526,0.07210693665251527,0.6804308430279687,0.1898900754478201,0.08579093478626391,0.10190190785651333
97,0.6,0.24480397191685088,0.8982122196814275,0.09155917951902243,0.6763377059217273,0.25298670324154926,0.09537262220796884,0.13492576247380034
98,0.7000000000000001,0.24480397191685088,0.899629584982815,0.10280677865788229,0.6771698719310206,0.2233365634468145,0.17575440660611297,0.11302524765420273
99,0.6,0.24480397191685088,0.8926608329842094,0.11305963679782031,0.6778153503570763,0.23546381459697402,0.15279214301536315,0.14223808514010594
100,0.6,0.24480397191685088,0.9107982468692402,0.16300405168103907,0.6775843344400033,0.17340704325537498,0.13449941157048306,0.08595275128758449
