OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,quebec_city_013028_20180131_NDSI_pcs_OID,quebec_city_013028_20180131_NDSI_pcs_FID_,quebec_city_013028_20180131_NDSI_pcs_COUNT,quebec_city_013028_20180131_NDSI_pcs_AREA,quebec_city_013028_20180131_NDSI_pcs_MEAN
-1,Quebec_City,11,46.767270000000003,-71.410240000000002,20,8,0.400000000000000,46.813751000000003,-71.206165999999996,North America,16.373600000000000,24.087499999999999,0.679800000000000,100.000000000000000,10,10,10,32,28800.000000000000000,0.626561447978000
-1,Quebec_City,12,46.768419999999999,-71.401529999999994,20,11,0.550000000000000,46.813751000000003,-71.206165999999996,North America,15.704100000000000,24.087499999999999,0.652000000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.763167783618000
-1,Quebec_City,13,46.768509999999999,-71.335179999999994,19,7,0.368000000000000,46.813751000000003,-71.206165999999996,North America,11.035299999999999,24.087499999999999,0.458100000000000,100.000000000000000,12,12,12,34,30600.000000000000000,0.685816798140000
-1,Quebec_City,14,46.768920000000001,-71.396259999999998,15,7,0.467000000000000,46.813751000000003,-71.206165999999996,North America,15.306400000000000,24.087499999999999,0.635400000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.707761465675000
-1,Quebec_City,15,46.769509999999997,-71.387559999999993,18,9,0.500000000000000,46.813751000000003,-71.206165999999996,North America,14.659599999999999,24.087499999999999,0.608600000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.535959688255000
-1,Quebec_City,16,46.772069999999999,-71.381580000000000,20,9,0.450000000000000,46.813751000000003,-71.206165999999996,North America,14.135400000000001,24.087499999999999,0.586800000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.640028308971000
-1,Quebec_City,17,46.774600000000000,-71.374639999999999,20,7,0.350000000000000,46.813751000000003,-71.206165999999996,North America,13.544000000000000,24.087499999999999,0.562300000000000,100.000000000000000,16,16,16,36,32400.000000000000000,0.604523202611000
-1,Quebec_City,18,46.776400000000002,-71.372360000000000,20,11,0.550000000000000,46.813751000000003,-71.206165999999996,North America,13.315799999999999,24.087499999999999,0.552800000000000,100.000000000000000,17,17,17,34,30600.000000000000000,0.580783980734000
-1,Quebec_City,19,46.778239999999997,-71.364810000000006,20,5,0.250000000000000,46.813751000000003,-71.206165999999996,North America,12.705700000000000,24.087499999999999,0.527500000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.726020676749000
-1,Quebec_City,20,46.784570000000002,-71.360169999999997,18,9,0.500000000000000,46.813751000000003,-71.206165999999996,North America,12.163500000000001,24.087499999999999,0.505000000000000,100.000000000000000,19,19,19,33,29700.000000000000000,0.600572657405000
-1,Quebec_City,21,46.787430000000001,-71.355590000000007,19,8,0.421000000000000,46.813751000000003,-71.206165999999996,North America,11.744300000000001,24.087499999999999,0.487600000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.519442777974000
-1,Quebec_City,22,46.786320000000003,-71.348759999999999,20,14,0.700000000000000,46.813751000000003,-71.206165999999996,North America,11.274400000000000,24.087499999999999,0.468100000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.573235442064000
-1,Quebec_City,23,46.779089999999997,-71.327230000000000,17,3,0.176000000000000,46.813751000000003,-71.206165999999996,North America,9.989200000000000,24.087499999999999,0.414700000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.655640697479000
-1,Quebec_City,24,46.782750000000000,-71.315349999999995,19,8,0.421000000000000,46.813751000000003,-71.206165999999996,North America,8.997700000000000,24.087499999999999,0.373500000000000,100.000000000000000,23,23,23,32,28800.000000000000000,0.700794229284000
-1,Quebec_City,25,46.778950000000002,-71.302729999999997,20,5,0.250000000000000,46.813751000000003,-71.206165999999996,North America,8.307100000000000,24.087499999999999,0.344900000000000,100.000000000000000,24,24,24,36,32400.000000000000000,0.605886835191000
-1,Quebec_City,26,46.784039999999997,-71.287639999999996,16,5,0.312000000000000,46.813751000000003,-71.206165999999996,North America,7.026800000000000,24.087499999999999,0.291700000000000,100.000000000000000,25,25,25,34,30600.000000000000000,0.489207761472000
-1,Quebec_City,27,46.801890000000000,-71.224570000000000,15,7,0.467000000000000,46.813751000000003,-71.206165999999996,North America,1.923900000000000,24.087499999999999,0.079900000000000,100.000000000000000,26,26,26,34,30600.000000000000000,0.523805770640000
-1,Quebec_City,28,46.809420000000003,-71.216160000000002,18,9,0.500000000000000,46.813751000000003,-71.206165999999996,North America,0.900200000000000,24.087499999999999,0.037400000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.470690848432000
-1,Quebec_City,29,46.807540000000003,-71.214579999999998,19,5,0.263000000000000,46.813751000000003,-71.206165999999996,North America,0.941800000000000,24.087499999999999,0.039100000000000,100.000000000000000,28,28,28,36,32400.000000000000000,0.469800351705000
-1,Quebec_City,30,46.806590000000000,-71.219939999999994,10,2,0.200000000000000,46.813751000000003,-71.206165999999996,North America,1.316400000000000,24.087499999999999,0.054700000000000,100.000000000000000,29,29,29,36,32400.000000000000000,0.492232669559000
-1,Quebec_City,31,46.805059999999997,-71.223849999999999,15,9,0.600000000000000,46.813751000000003,-71.206165999999996,North America,1.656900000000000,24.087499999999999,0.068800000000000,100.000000000000000,30,30,30,32,28800.000000000000000,0.605763697065000
-1,Quebec_City,32,46.806019999999997,-71.229839999999996,19,8,0.421000000000000,46.813751000000003,-71.206165999999996,North America,1.996300000000000,24.087499999999999,0.082900000000000,100.000000000000000,31,31,31,32,28800.000000000000000,0.659467491321000
-1,Quebec_City,33,46.802930000000003,-71.234499999999997,11,3,0.273000000000000,46.813751000000003,-71.206165999999996,North America,2.469400000000000,24.087499999999999,0.102500000000000,100.000000000000000,32,32,32,34,30600.000000000000000,0.600610899520000
-1,Quebec_City,34,46.800890000000003,-71.240200000000002,19,8,0.421000000000000,46.813751000000003,-71.206165999999996,North America,2.958800000000000,24.087499999999999,0.122800000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.574892971345000
-1,Quebec_City,35,46.798099999999998,-71.246820000000000,17,3,0.176000000000000,46.813751000000003,-71.206165999999996,North America,3.550000000000000,24.087499999999999,0.147400000000000,100.000000000000000,34,34,34,32,28800.000000000000000,0.533885517623000
-1,Quebec_City,36,46.796939999999999,-71.250169999999997,20,10,0.500000000000000,46.813751000000003,-71.206165999999996,North America,3.835500000000000,24.087499999999999,0.159200000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.613449064323000
-1,Quebec_City,37,46.795070000000003,-71.252340000000004,17,5,0.294000000000000,46.813751000000003,-71.206165999999996,North America,4.082400000000000,24.087499999999999,0.169500000000000,100.000000000000000,36,36,36,36,32400.000000000000000,0.522746704519000
-1,Quebec_City,38,46.793790000000001,-71.256630000000001,20,13,0.650000000000000,46.813751000000003,-71.206165999999996,North America,4.436100000000000,24.087499999999999,0.184200000000000,100.000000000000000,37,37,37,37,33300.000000000000000,0.630078941584000
-1,Quebec_City,39,46.791310000000003,-71.261499999999998,17,4,0.235000000000000,46.813751000000003,-71.206165999999996,North America,4.895400000000000,24.087499999999999,0.203200000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.595715426441000
-1,Quebec_City,40,46.789079999999998,-71.270259999999993,14,6,0.429000000000000,46.813751000000003,-71.206165999999996,North America,5.597000000000000,24.087499999999999,0.232400000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.509870415500000
-1,Quebec_City,41,46.786980000000000,-71.275940000000006,19,8,0.421000000000000,46.813751000000003,-71.206165999999996,North America,6.088400000000000,24.087499999999999,0.252800000000000,100.000000000000000,40,40,40,36,32400.000000000000000,0.585281823244000
-1,Quebec_City,42,46.783149999999999,-71.275630000000007,18,7,0.389000000000000,46.813751000000003,-71.206165999999996,North America,6.287900000000000,24.087499999999999,0.261000000000000,100.000000000000000,41,41,41,35,31500.000000000000000,0.695517442908000
