OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,landshut_192026_20150113_NDSI_pcs_OID,landshut_192026_20150113_NDSI_pcs_FID_,landshut_192026_20150113_NDSI_pcs_COUNT,landshut_192026_20150113_NDSI_pcs_AREA,landshut_192026_20150113_NDSI_pcs_MEAN
-1,Landshut,22,48.565420000000003,12.088800000000001,20,4,0.200000000000000,48.536217000000001,12.151655000000000,Europe,5.652400000000000,9.891500000000001,0.571400000000000,100.000000000000000,20,20,20,36,32400.000000000000000,-0.339822891065000
-1,Landshut,23,48.563899999999997,12.091540000000000,9,2,0.222000000000000,48.536217000000001,12.151655000000000,Europe,5.390300000000000,9.891500000000001,0.544900000000000,100.000000000000000,21,21,21,35,31500.000000000000000,-0.327693702493000
-1,Landshut,24,48.563380000000002,12.093590000000001,20,0,0.000000000000000,48.536217000000001,12.151655000000000,Europe,5.233500000000000,9.891500000000001,0.529100000000000,100.000000000000000,22,22,22,32,28800.000000000000000,-0.370017260313000
-1,Landshut,25,48.562629999999999,12.097540000000000,20,11,0.550000000000000,48.536217000000001,12.151655000000000,Europe,4.949000000000000,9.891500000000001,0.500300000000000,100.000000000000000,23,23,23,35,31500.000000000000000,-0.360777230561000
-1,Landshut,26,48.561889999999998,12.099270000000001,20,7,0.350000000000000,48.536217000000001,12.151655000000000,Europe,4.797700000000000,9.891500000000001,0.485000000000000,100.000000000000000,24,24,24,31,27900.000000000000000,-0.451648644142000
-1,Landshut,27,48.560560000000002,12.101500000000000,20,12,0.600000000000000,48.536217000000001,12.151655000000000,Europe,4.577900000000000,9.891500000000001,0.462800000000000,100.000000000000000,25,25,25,35,31500.000000000000000,-0.441140375819000
-1,Landshut,28,48.559449999999998,12.102630000000000,20,3,0.150000000000000,48.536217000000001,12.151655000000000,Europe,4.438100000000000,9.891500000000001,0.448700000000000,100.000000000000000,26,26,26,31,27900.000000000000000,-0.448589079803000
-1,Landshut,29,48.559139999999999,12.106210000000001,4,0,0.000000000000000,48.536217000000001,12.151655000000000,Europe,4.205700000000000,9.891500000000001,0.425200000000000,100.000000000000000,27,27,27,32,28800.000000000000000,-0.467431219295000
-1,Landshut,30,48.558349999999997,12.109050000000000,20,0,0.000000000000000,48.536217000000001,12.151655000000000,Europe,3.986600000000000,9.891500000000001,0.403000000000000,100.000000000000000,28,28,28,35,31500.000000000000000,-0.454340714216000
-1,Landshut,31,48.556910000000002,12.111660000000001,19,4,0.211000000000000,48.536217000000001,12.151655000000000,Europe,3.736600000000000,9.891500000000001,0.377800000000000,100.000000000000000,29,29,29,35,31500.000000000000000,-0.464706202916000
-1,Landshut,32,48.556310000000003,12.111950000000000,20,4,0.200000000000000,48.536217000000001,12.151655000000000,Europe,3.678900000000000,9.891500000000001,0.371900000000000,100.000000000000000,30,30,30,13,11700.000000000000000,-0.484701901674000
-1,Landshut,33,48.556179999999998,12.115970000000001,20,6,0.300000000000000,48.536217000000001,12.151655000000000,Europe,3.439200000000000,9.891500000000001,0.347700000000000,100.000000000000000,31,31,31,34,30600.000000000000000,-0.441887443557000
-1,Landshut,34,48.554589999999997,12.118670000000000,20,2,0.100000000000000,48.536217000000001,12.151655000000000,Europe,3.173300000000000,9.891500000000001,0.320800000000000,100.000000000000000,32,32,32,32,28800.000000000000000,-0.392426567152000
-1,Landshut,35,48.553480000000000,12.120580000000000,14,1,0.071000000000000,48.536217000000001,12.151655000000000,Europe,2.986300000000000,9.891500000000001,0.301900000000000,100.000000000000000,33,33,33,34,30600.000000000000000,-0.384228013456000
-1,Landshut,36,48.552940000000000,12.122000000000000,20,10,0.500000000000000,48.536217000000001,12.151655000000000,Europe,2.867700000000000,9.891500000000001,0.289900000000000,100.000000000000000,34,34,34,26,23400.000000000000000,-0.435676159767000
-1,Landshut,37,48.552329999999998,12.124700000000001,20,0,0.000000000000000,48.536217000000001,12.151655000000000,Europe,2.673500000000000,9.891500000000001,0.270300000000000,100.000000000000000,35,35,35,35,31500.000000000000000,-0.417039534024000
-1,Landshut,38,48.550469999999997,12.126840000000000,20,1,0.050000000000000,48.536217000000001,12.151655000000000,Europe,2.418500000000000,9.891500000000001,0.244500000000000,100.000000000000000,36,36,36,35,31500.000000000000000,-0.430766954592000
-1,Landshut,39,48.550280000000001,12.130620000000000,20,10,0.500000000000000,48.536217000000001,12.151655000000000,Europe,2.200700000000000,9.891500000000001,0.222500000000000,100.000000000000000,37,37,37,32,28800.000000000000000,-0.467503037304000
-1,Landshut,40,48.549430000000001,12.133190000000001,20,0,0.000000000000000,48.536217000000001,12.151655000000000,Europe,2.001600000000000,9.891500000000001,0.202400000000000,100.000000000000000,38,38,38,36,32400.000000000000000,-0.436643677453000
-1,Landshut,41,48.548609999999996,12.135960000000001,19,7,0.368000000000000,48.536217000000001,12.151655000000000,Europe,1.798300000000000,9.891500000000001,0.181800000000000,100.000000000000000,39,39,39,32,28800.000000000000000,-0.307329303352000
-1,Landshut,42,48.547089999999997,12.137689999999999,20,0,0.000000000000000,48.536217000000001,12.151655000000000,Europe,1.587000000000000,9.891500000000001,0.160400000000000,100.000000000000000,40,40,40,35,31500.000000000000000,-0.281728413701000
-1,Landshut,43,48.546779999999998,12.139450000000000,20,1,0.050000000000000,48.536217000000001,12.151655000000000,Europe,1.478800000000000,9.891500000000001,0.149500000000000,100.000000000000000,41,41,41,25,22500.000000000000000,-0.285093247890000
-1,Landshut,44,48.545819999999999,12.143150000000000,20,17,0.850000000000000,48.536217000000001,12.151655000000000,Europe,1.237800000000000,9.891500000000001,0.125100000000000,100.000000000000000,42,42,42,33,29700.000000000000000,-0.395491068562000
-1,Landshut,45,48.545119999999997,12.144480000000000,20,3,0.150000000000000,48.536217000000001,12.151655000000000,Europe,1.122100000000000,9.891500000000001,0.113400000000000,100.000000000000000,43,43,43,29,26100.000000000000000,-0.401292109798000
-1,Landshut,46,48.544319999999999,12.146979999999999,15,0,0.000000000000000,48.536217000000001,12.151655000000000,Europe,0.964500000000000,9.891500000000001,0.097500000000000,100.000000000000000,44,44,44,34,30600.000000000000000,-0.374382114367000
-1,Landshut,47,48.543439999999997,12.150380000000000,20,5,0.250000000000000,48.536217000000001,12.151655000000000,Europe,0.808600000000000,9.891500000000001,0.081700000000000,100.000000000000000,45,45,45,35,31500.000000000000000,-0.404528259805000
-1,Landshut,48,48.542890000000000,12.152430000000001,20,3,0.150000000000000,48.536217000000001,12.151655000000000,Europe,0.744200000000000,9.891500000000001,0.075200000000000,100.000000000000000,46,46,46,33,29700.000000000000000,-0.436600049563000
-1,Landshut,49,48.541649999999997,12.153680000000000,20,7,0.350000000000000,48.536217000000001,12.151655000000000,Europe,0.622200000000000,9.891500000000001,0.062900000000000,100.000000000000000,47,47,47,33,29700.000000000000000,-0.400617101427000
-1,Landshut,50,48.540129999999998,12.155840000000000,20,6,0.300000000000000,48.536217000000001,12.151655000000000,Europe,0.533200000000000,9.891500000000001,0.053900000000000,100.000000000000000,48,48,48,35,31500.000000000000000,-0.152282811981000
-1,Landshut,51,48.539890000000000,12.159010000000000,20,4,0.200000000000000,48.536217000000001,12.151655000000000,Europe,0.678300000000000,9.891500000000001,0.068600000000000,100.000000000000000,49,49,49,34,30600.000000000000000,-0.339680533637000
