OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,edmonton_043023_20140223_NDSI_pcs_OID,edmonton_043023_20140223_NDSI_pcs_FID_,edmonton_043023_20140223_NDSI_pcs_COUNT,edmonton_043023_20140223_NDSI_pcs_AREA,edmonton_043023_20140223_NDSI_pcs_MEAN
-1,Edmonton,35,53.689660000000003,-113.493009999999998,20,2,0.100000000000000,53.544387999999998,-113.490928999999994,North America,16.154100000000000,22.866299999999999,0.706500000000000,100.000000000000000,30,30,30,36,32400.000000000000000,0.753147577246000
-1,Edmonton,36,53.694279999999999,-113.491709999999998,20,1,0.050000000000000,53.544387999999998,-113.490928999999994,North America,16.667300000000001,22.866299999999999,0.728900000000000,100.000000000000000,31,31,31,36,32400.000000000000000,0.709251178635000
-1,Edmonton,37,53.702579999999998,-113.491709999999998,18,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,17.590199999999999,22.866299999999999,0.769300000000000,100.000000000000000,32,32,32,34,30600.000000000000000,0.748341102810000
-1,Edmonton,38,53.708820000000003,-113.491669999999999,16,3,0.188000000000000,53.544387999999998,-113.490928999999994,North America,18.284099999999999,22.866299999999999,0.799600000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.744816301550000
-1,Edmonton,39,53.715919999999997,-113.491929999999996,20,4,0.200000000000000,53.544387999999998,-113.490928999999994,North America,19.073599999999999,22.866299999999999,0.834100000000000,100.000000000000000,34,34,34,33,29700.000000000000000,0.702717441501000
-1,Edmonton,4,53.546740000000000,-113.481979999999993,17,3,0.176000000000000,53.544387999999998,-113.490928999999994,North America,0.646500000000000,22.866299999999999,0.028300000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.656306554590000
-1,Edmonton,40,53.750000000000000,-113.496790000000004,19,5,0.263000000000000,53.544387999999998,-113.490928999999994,North America,22.866299999999999,22.866299999999999,1.000000000000000,100.000000000000000,36,36,36,32,28800.000000000000000,0.717844165862000
-1,Edmonton,41,53.728299999999997,-113.496759999999995,17,1,0.059000000000000,53.544387999999998,-113.490928999999994,North America,20.453700000000001,22.866299999999999,0.894500000000000,100.000000000000000,37,37,37,36,32400.000000000000000,0.700914131271000
-1,Edmonton,5,53.545890000000000,-113.489540000000005,20,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,0.190600000000000,22.866299999999999,0.008300000000000,100.000000000000000,38,38,38,36,32400.000000000000000,0.404930273278000
-1,Edmonton,6,53.549869999999999,-113.497240000000005,11,1,0.091000000000000,53.544387999999998,-113.490928999999994,North America,0.738500000000000,22.866299999999999,0.032300000000000,100.000000000000000,39,39,39,34,30600.000000000000000,0.661796043901000
-1,Edmonton,7,53.555660000000003,-113.497619999999998,20,1,0.050000000000000,53.544387999999998,-113.490928999999994,North America,1.329100000000000,22.866299999999999,0.058100000000000,100.000000000000000,40,40,40,36,32400.000000000000000,0.690929395457000
-1,Edmonton,8,53.560989999999997,-113.502150000000000,18,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,1.989300000000000,22.866299999999999,0.087000000000000,100.000000000000000,41,41,41,35,31500.000000000000000,0.658941050938000
-1,Edmonton,9,53.566470000000002,-113.497730000000004,18,1,0.056000000000000,53.544387999999998,-113.490928999999994,North America,2.496200000000000,22.866299999999999,0.109200000000000,100.000000000000000,42,42,42,37,33300.000000000000000,0.737958146108000
-1,Edmonton,9A,53.564340000000001,-113.496560000000002,11,1,0.091000000000000,53.544387999999998,-113.490928999999994,North America,2.249500000000000,22.866299999999999,0.098400000000000,100.000000000000000,43,43,43,34,30600.000000000000000,0.718124167008000
