OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,victoria_047026_20140203_NDSI_pcs_OID,victoria_047026_20140203_NDSI_pcs_FID_,victoria_047026_20140203_NDSI_pcs_COUNT,victoria_047026_20140203_NDSI_pcs_AREA,victoria_047026_20140203_NDSI_pcs_MEAN
-1,Victoria,17,48.474589999999999,-123.365009999999998,20,4,0.200000000000000,48.428421000000000,-123.365645999999998,North America,5.134000000000000,15.032400000000001,0.341500000000000,100.000000000000000,16,16,16,32,28800.000000000000000,-0.413498406298000
-1,Victoria,18,48.480280000000000,-123.364859999999993,20,10,0.500000000000000,48.428421000000000,-123.365645999999998,North America,5.766700000000000,15.032400000000001,0.383600000000000,100.000000000000000,17,17,17,35,31500.000000000000000,-0.392721910562000
-1,Victoria,19,48.481259999999999,-123.374240000000000,20,10,0.500000000000000,48.428421000000000,-123.365645999999998,North America,5.909500000000000,15.032400000000001,0.393100000000000,100.000000000000000,18,18,18,35,31500.000000000000000,-0.447707791839000
-1,Victoria,20,48.484679999999997,-123.379490000000004,20,14,0.700000000000000,48.428421000000000,-123.365645999999998,North America,6.338500000000000,15.032400000000001,0.421700000000000,100.000000000000000,19,19,19,37,33300.000000000000000,-0.380234615223000
-1,Victoria,21,48.490189999999998,-123.384010000000004,20,9,0.450000000000000,48.428421000000000,-123.365645999999998,North America,7.000600000000000,15.032400000000001,0.465700000000000,100.000000000000000,20,20,20,36,32400.000000000000000,-0.440856840875000
-1,Victoria,22,48.487830000000002,-123.386640000000000,20,10,0.500000000000000,48.428421000000000,-123.365645999999998,North America,6.785000000000000,15.032400000000001,0.451400000000000,100.000000000000000,21,21,21,35,31500.000000000000000,-0.382962866340000
-1,Victoria,23,48.495950000000001,-123.388040000000004,20,12,0.600000000000000,48.428421000000000,-123.365645999999998,North America,7.688300000000000,15.032400000000001,0.511400000000000,100.000000000000000,22,22,22,37,33300.000000000000000,-0.393771052763000
-1,Victoria,24,48.498139999999999,-123.391819999999996,20,10,0.500000000000000,48.428421000000000,-123.365645999999998,North America,7.989000000000000,15.032400000000001,0.531500000000000,100.000000000000000,23,23,23,36,32400.000000000000000,-0.365147204449000
-1,Victoria,25,48.502609999999997,-123.395889999999994,20,9,0.450000000000000,48.428421000000000,-123.365645999999998,North America,8.545500000000001,15.032400000000001,0.568500000000000,100.000000000000000,24,24,24,35,31500.000000000000000,-0.486340854849000
-1,Victoria,26,48.503129999999999,-123.405429999999996,20,11,0.550000000000000,48.428421000000000,-123.365645999999998,North America,8.809900000000001,15.032400000000001,0.586100000000000,100.000000000000000,25,25,25,35,31500.000000000000000,-0.476172904457000
-1,Victoria,27,48.506140000000002,-123.407700000000006,20,11,0.550000000000000,48.428421000000000,-123.365645999999998,North America,9.181300000000000,15.032400000000001,0.610800000000000,100.000000000000000,26,26,26,37,33300.000000000000000,-0.458730274761000
-1,Victoria,28,48.509270000000001,-123.410190000000000,20,11,0.550000000000000,48.428421000000000,-123.365645999999998,North America,9.571000000000000,15.032400000000001,0.636700000000000,100.000000000000000,27,27,27,35,31500.000000000000000,-0.499051357167000
-1,Victoria,29,48.508690000000001,-123.416169999999994,20,18,0.900000000000000,48.428421000000000,-123.365645999999998,North America,9.671600000000000,15.032400000000001,0.643400000000000,100.000000000000000,28,28,28,36,32400.000000000000000,-0.488234758377000
-1,Victoria,30,48.512610000000002,-123.414779999999993,20,10,0.500000000000000,48.428421000000000,-123.365645999999998,North America,10.037800000000001,15.032400000000001,0.667700000000000,100.000000000000000,29,29,29,35,31500.000000000000000,-0.524933814151000
-1,Victoria,31,48.516460000000002,-123.421559999999999,20,11,0.550000000000000,48.428421000000000,-123.365645999999998,North America,10.621900000000000,15.032400000000001,0.706600000000000,100.000000000000000,30,30,30,34,30600.000000000000000,-0.522072341512000
-1,Victoria,32,48.521180000000001,-123.426140000000004,20,13,0.650000000000000,48.428421000000000,-123.365645999999998,North America,11.237100000000000,15.032400000000001,0.747500000000000,100.000000000000000,31,31,31,35,31500.000000000000000,-0.523197320529000
-1,Victoria,33,48.524509999999999,-123.431430000000006,20,3,0.150000000000000,48.428421000000000,-123.365645999999998,North America,11.733499999999999,15.032400000000001,0.780500000000000,100.000000000000000,32,32,32,35,31500.000000000000000,-0.461611979348000
-1,Victoria,34,48.529150000000001,-123.437619999999995,20,7,0.350000000000000,48.428421000000000,-123.365645999999998,North America,12.393500000000000,15.032400000000001,0.824500000000000,100.000000000000000,33,33,33,33,29700.000000000000000,-0.518869055943000
-1,Victoria,35,48.533709999999999,-123.437539999999998,20,15,0.750000000000000,48.428421000000000,-123.365645999999998,North America,12.851000000000001,15.032400000000001,0.854900000000000,100.000000000000000,34,34,34,34,30600.000000000000000,-0.438729191966000
-1,Victoria,36,48.538969999999999,-123.437979999999996,20,11,0.550000000000000,48.428421000000000,-123.365645999999998,North America,13.398800000000000,15.032400000000001,0.891300000000000,100.000000000000000,35,35,35,37,33300.000000000000000,-0.481194541261000
-1,Victoria,37,48.543160000000000,-123.440669999999997,20,7,0.350000000000000,48.428421000000000,-123.365645999999998,North America,13.904999999999999,15.032400000000001,0.925000000000000,100.000000000000000,36,36,36,32,28800.000000000000000,-0.521820154972000
-1,Victoria,38,48.544820000000001,-123.445599999999999,20,13,0.650000000000000,48.428421000000000,-123.365645999999998,North America,14.221200000000000,15.032400000000001,0.946000000000000,100.000000000000000,37,37,37,35,31500.000000000000000,-0.533643477304000
-1,Victoria,39,48.548769999999998,-123.448570000000004,20,8,0.400000000000000,48.428421000000000,-123.365645999999998,North America,14.711600000000001,15.032400000000001,0.978700000000000,100.000000000000000,38,38,38,35,31500.000000000000000,-0.474303956117000
-1,Victoria,40,48.552599999999998,-123.446280000000002,20,10,0.500000000000000,48.428421000000000,-123.365645999999998,North America,15.032400000000001,15.032400000000001,1.000000000000000,100.000000000000000,39,39,39,35,31500.000000000000000,-0.490974748986000
