OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,leiden_198024_20170213_NDSI_pcs_OID,leiden_198024_20170213_NDSI_pcs_FID_,leiden_198024_20170213_NDSI_pcs_COUNT,leiden_198024_20170213_NDSI_pcs_AREA,leiden_198024_20170213_NDSI_pcs_MEAN
-1,Leiden,11,52.168799999999997,4.512800000000000,21,2,0.095000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.766700000000000,7.263600000000000,0.243200000000000,100.000000000000000,10,10,10,30,27000.000000000000000,0.472438928485000
-1,Leiden,12,52.169300000000000,4.516000000000000,16,2,0.125000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.985400000000000,7.263600000000000,0.273300000000000,100.000000000000000,11,11,11,32,28800.000000000000000,0.477237649262000
-1,Leiden,13,52.167800000000000,4.521000000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.232500000000000,7.263600000000000,0.307400000000000,100.000000000000000,12,12,12,37,33300.000000000000000,0.367964169464000
-1,Leiden,14,52.166300000000000,4.524200000000000,18,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.393600000000000,7.263600000000000,0.329500000000000,100.000000000000000,13,13,13,32,28800.000000000000000,0.512745523360000
-1,Leiden,15,52.166699999999999,4.526500000000000,14,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.556600000000000,7.263600000000000,0.352000000000000,100.000000000000000,14,14,14,33,29700.000000000000000,0.256880023799000
-1,Leiden,16,52.167800000000000,4.529000000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.752800000000000,7.263600000000000,0.379000000000000,100.000000000000000,15,15,15,32,28800.000000000000000,0.424174139989000
-1,Leiden,17,52.168399999999998,4.535800000000000,16,3,0.188000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.217900000000000,7.263600000000000,0.443000000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.712527842181000
-1,Leiden,18,52.171399999999998,4.533700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.183800000000000,7.263600000000000,0.438300000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.423653997162000
-1,Leiden,19,52.171700000000001,4.535600000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.316700000000000,7.263600000000000,0.456600000000000,100.000000000000000,18,18,18,27,24300.000000000000000,0.557684067223000
-1,Leiden,20,52.173299999999998,4.537400000000000,17,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.496800000000000,7.263600000000000,0.481400000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.574856554823000
-1,Leiden,21,52.175400000000003,4.540000000000000,20,7,0.350000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.753700000000000,7.263600000000000,0.516800000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.634581438984000
-1,Leiden,22,52.178899999999999,4.538500000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.846300000000000,7.263600000000000,0.529500000000000,100.000000000000000,21,21,21,37,33300.000000000000000,0.777553846707000
-1,Leiden,23,52.180799999999998,4.538300000000000,13,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.947800000000000,7.263600000000000,0.543500000000000,100.000000000000000,22,22,22,36,32400.000000000000000,0.802332532075000
-1,Leiden,24,52.183799999999998,4.537600000000000,14,1,0.071000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.104500000000000,7.263600000000000,0.565100000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.835344698694000
-1,Leiden,25,52.186399999999999,4.543000000000000,15,8,0.533000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.572600000000000,7.263600000000000,0.629500000000000,100.000000000000000,24,24,24,36,32400.000000000000000,0.691698856652000
-1,Leiden,26,52.187800000000003,4.544700000000000,18,4,0.222000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.760000000000000,7.263600000000000,0.655300000000000,100.000000000000000,25,25,25,32,28800.000000000000000,0.668893113732000
-1,Leiden,27,52.188699999999997,4.547000000000000,16,4,0.250000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.945000000000000,7.263600000000000,0.680800000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.737249795880000
-1,Leiden,28,52.189399999999999,4.553100000000000,18,7,0.389000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.323100000000000,7.263600000000000,0.732800000000000,100.000000000000000,27,27,27,33,29700.000000000000000,0.810842492364000
-1,Leiden,29,52.190500000000000,4.558600000000000,17,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.699100000000000,7.263600000000000,0.784600000000000,100.000000000000000,28,28,28,37,33300.000000000000000,0.773403074290000
-1,Leiden,30,52.191099999999999,4.562700000000000,20,7,0.350000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.967300000000000,7.263600000000000,0.821500000000000,100.000000000000000,29,29,29,32,28800.000000000000000,0.701611019671000
-1,Leiden,31,52.191600000000001,4.568000000000000,20,11,0.550000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.299900000000000,7.263600000000000,0.867300000000000,100.000000000000000,30,30,30,32,28800.000000000000000,0.696193013340000
-1,Leiden,32,52.192100000000003,4.573600000000000,16,7,0.438000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.653500000000000,7.263600000000000,0.916000000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.798315301963000
-1,Leiden,33,52.192000000000000,4.578400000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.929900000000000,7.263600000000000,0.954100000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.614847156116000
-1,Leiden,34,52.192999999999998,4.583100000000000,16,3,0.188000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,7.263600000000000,7.263600000000000,1.000000000000000,100.000000000000000,33,33,33,32,28800.000000000000000,0.477677860690000
-1,Leiden,35,52.176499999999997,4.546600000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.214000000000000,7.263600000000000,0.580200000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.778989917891000
-1,Leiden,36,52.177500000000002,4.557500000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.942300000000000,7.263600000000000,0.680400000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.808895295007000
-1,Leiden,37,52.179699999999997,4.562200000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.331600000000000,7.263600000000000,0.734000000000000,100.000000000000000,36,36,36,36,32400.000000000000000,0.782648548484000
-1,Leiden,38,52.182400000000001,4.568100000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.820000000000000,7.263600000000000,0.801300000000000,100.000000000000000,37,37,37,32,28800.000000000000000,0.816464887932000
