OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,baltimore_015033_DEM_pcs_OID,baltimore_015033_DEM_pcs_FID_,baltimore_015033_DEM_pcs_COUNT,baltimore_015033_DEM_pcs_AREA,baltimore_015033_DEM_pcs_MEAN
-1,Baltimore,24,39.468330000000002,-76.939070000000001,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,34.350200000000001,51.811199999999999,0.663000000000000,22,22,1,772.707342197999992,204.000000000000000
-1,Baltimore,25,39.469510000000000,-76.901660000000007,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,31.857099999999999,51.811199999999999,0.614900000000000,23,23,1,772.707342197999992,182.000000000000000
-1,Baltimore,26,39.448810000000002,-76.896649999999994,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,30.123999999999999,51.811199999999999,0.581400000000000,24,24,1,772.707342197999992,187.000000000000000
-1,Baltimore,27,39.446350000000002,-76.872000000000000,15,0,0.000000000000000,39.290439999999997,-76.612328000000005,North America,28.263600000000000,51.811199999999999,0.545500000000000,25,25,1,772.707342197999992,171.000000000000000
-1,Baltimore,28,39.449089999999998,-76.848110000000005,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,26.870100000000001,51.811199999999999,0.518600000000000,26,26,1,772.707342197999992,205.000000000000000
-1,Baltimore,29,39.443280000000001,-76.819019999999995,15,5,0.333000000000000,39.290439999999997,-76.612328000000005,North America,24.587399999999999,51.811199999999999,0.474600000000000,27,27,1,772.707342197999992,202.000000000000000
-1,Baltimore,30,39.438020000000002,-76.803219999999996,14,1,0.071000000000000,39.290439999999997,-76.612328000000005,North America,23.207799999999999,51.811199999999999,0.447900000000000,28,28,1,772.707342197999992,191.000000000000000
-1,Baltimore,31,39.426720000000003,-76.789619999999999,15,11,0.733000000000000,39.290439999999997,-76.612328000000005,North America,21.493500000000001,51.811199999999999,0.414800000000000,29,29,1,772.707342197999992,174.000000000000000
-1,Baltimore,32,39.417220000000000,-76.777590000000004,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,20.015999999999998,51.811199999999999,0.386300000000000,30,30,1,772.707342197999992,159.000000000000000
-1,Baltimore,33,39.407859999999999,-76.763909999999996,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,18.448799999999999,51.811199999999999,0.356100000000000,31,31,1,772.707342197999992,139.000000000000000
-1,Baltimore,34,39.396039999999999,-76.751059999999995,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,16.739400000000000,51.811199999999999,0.323100000000000,32,32,1,772.707342197999992,158.000000000000000
-1,Baltimore,35,39.385849999999998,-76.736260000000001,15,0,0.000000000000000,39.290439999999997,-76.612328000000005,North America,15.038300000000000,51.811199999999999,0.290300000000000,33,33,1,772.707342197999992,156.000000000000000
-1,Baltimore,36,39.375000000000000,-76.724810000000005,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,13.490700000000000,51.811199999999999,0.260400000000000,34,34,1,772.707342197999992,158.000000000000000
-1,Baltimore,37,39.363630000000001,-76.712860000000006,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,11.874599999999999,51.811199999999999,0.229200000000000,35,35,1,772.707342197999992,147.000000000000000
-1,Baltimore,38,39.352310000000003,-76.700419999999994,15,5,0.333000000000000,39.290439999999997,-76.612328000000005,North America,10.234800000000000,51.811199999999999,0.197500000000000,36,36,1,772.707342197999992,137.000000000000000
-1,Baltimore,39,39.344290000000001,-76.685959999999994,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,8.716500000000000,51.811199999999999,0.168200000000000,37,37,1,772.707342197999992,137.000000000000000
-1,Baltimore,40,39.339669999999998,-76.676280000000006,15,5,0.333000000000000,39.290439999999997,-76.612328000000005,North America,7.761100000000000,51.811199999999999,0.149800000000000,38,38,1,772.707342197999992,128.000000000000000
