OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,bogota_008057_DEM_pcs_OID,bogota_008057_DEM_pcs_FID_,bogota_008057_DEM_pcs_COUNT,bogota_008057_DEM_pcs_AREA,bogota_008057_DEM_pcs_MEAN
-1,Bogota,23,4.769440000000000,-74.170209999999997,20,7,0.350000000000000,4.627184000000000,-74.106993000000003,South America,17.300100000000000,29.488000000000000,0.586700000000000,22,22,1,947.547205869999971,2556.000000000000000
-1,Bogota,24,4.773450000000000,-74.175579999999997,20,8,0.400000000000000,4.627184000000000,-74.106993000000003,South America,17.952500000000001,29.488000000000000,0.608800000000000,23,23,1,947.547205869999971,2555.000000000000000
-1,Bogota,25,4.777340000000000,-74.180750000000003,18,6,0.333000000000000,4.627184000000000,-74.106993000000003,South America,18.590000000000000,29.488000000000000,0.630400000000000,24,24,1,947.547205869999971,2558.000000000000000
-1,Bogota,26,4.781660000000000,-74.186390000000003,20,4,0.200000000000000,4.627184000000000,-74.106993000000003,South America,19.299399999999999,29.488000000000000,0.654500000000000,25,25,1,947.547205869999971,2560.000000000000000
-1,Bogota,27,4.785540000000000,-74.191559999999996,20,10,0.500000000000000,4.627184000000000,-74.106993000000003,South America,19.946999999999999,29.488000000000000,0.676400000000000,26,26,1,947.547205869999971,2561.000000000000000
-1,Bogota,28,4.789620000000000,-74.197029999999998,20,9,0.450000000000000,4.627184000000000,-74.106993000000003,South America,20.634799999999998,29.488000000000000,0.699800000000000,27,27,1,947.547205869999971,2563.000000000000000
-1,Bogota,29,4.793510000000000,-74.202219999999997,20,6,0.300000000000000,4.627184000000000,-74.106993000000003,South America,21.293600000000001,29.488000000000000,0.722100000000000,28,28,1,947.547205869999971,2565.000000000000000
-1,Bogota,30,4.797590000000000,-74.207599999999999,20,7,0.350000000000000,4.627184000000000,-74.106993000000003,South America,21.984999999999999,29.488000000000000,0.745600000000000,29,29,1,947.547205869999971,2563.000000000000000
-1,Bogota,31,4.803820000000000,-74.210690000000000,20,11,0.550000000000000,4.627184000000000,-74.106993000000003,South America,22.755800000000001,29.488000000000000,0.771700000000000,30,30,1,947.547205869999971,2593.000000000000000
-1,Bogota,32,4.809130000000000,-74.214299999999994,20,9,0.450000000000000,4.627184000000000,-74.106993000000003,South America,23.467500000000001,29.488000000000000,0.795800000000000,31,31,1,947.547205869999971,2576.000000000000000
-1,Bogota,33,4.813270000000000,-74.220169999999996,20,6,0.300000000000000,4.627184000000000,-74.106993000000003,South America,24.196100000000001,29.488000000000000,0.820500000000000,32,32,1,947.547205869999971,2581.000000000000000
-1,Bogota,34,4.817370000000000,-74.225999999999999,20,8,0.400000000000000,4.627184000000000,-74.106993000000003,South America,24.922899999999998,29.488000000000000,0.845200000000000,33,33,1,947.547205869999971,2577.000000000000000
-1,Bogota,35,4.821780000000000,-74.232320000000001,20,11,0.550000000000000,4.627184000000000,-74.106993000000003,South America,25.711700000000000,29.488000000000000,0.871900000000000,34,34,1,947.547205869999971,2568.000000000000000
-1,Bogota,36,4.826090000000000,-74.238460000000003,11,5,0.455000000000000,4.627184000000000,-74.106993000000003,South America,26.484400000000001,29.488000000000000,0.898100000000000,35,35,1,947.547205869999971,2576.000000000000000
-1,Bogota,37,4.830160000000000,-74.244309999999999,10,2,0.200000000000000,4.627184000000000,-74.106993000000003,South America,27.220500000000001,29.488000000000000,0.923100000000000,36,36,1,947.547205869999971,2577.000000000000000
-1,Bogota,38,4.834320000000000,-74.250110000000006,11,5,0.455000000000000,4.627184000000000,-74.106993000000003,South America,27.964700000000001,29.488000000000000,0.948300000000000,37,37,1,947.547205869999971,2579.000000000000000
-1,Bogota,39,4.838560000000000,-74.256190000000004,10,4,0.400000000000000,4.627184000000000,-74.106993000000003,South America,28.736499999999999,29.488000000000000,0.974500000000000,38,38,1,947.547205869999971,2590.000000000000000
-1,Bogota,40,4.842680000000000,-74.262079999999997,10,10,1.000000000000000,4.627184000000000,-74.106993000000003,South America,29.488000000000000,29.488000000000000,1.000000000000000,39,39,1,947.547205869999971,2587.000000000000000
